,mod.conVAVSou.VDis_flow,mod.conVAVEas.VDis_flow,mod.conVAVNor.VDis_flow,mod.conVAVWes.VDis_flow,mod.conVAVCor.VDis_flow,mod.fanSup.VMachine_flow,mod.flo.temAirSou.T,mod.flo.temAirEas.T,mod.flo.temAirNor.T,mod.flo.temAirWes.T,mod.flo.temAirPer5.T,mod.TOut.y,mod.oveRelHumOutAir.y,total_power,Power (kW)
0,0.000100557,9.55E-05,0.000100557,7.43E-05,-0.004133803,0.000847872,296.9590103,297.141167,296.9057002,296.9743907,297.7336164,291.7740809,0.900772059,-4.94E-08,
0,0.000102005,9.69E-05,0.000102005,7.53E-05,-0.00343261,0.000860085,296.981914,297.2716713,296.9359399,297.0118649,297.759642,292.1808824,0.897352941,-5.08E-08,
0,0.000103607,9.84E-05,0.000103607,7.65E-05,-0.003070377,0.000873595,297.0105169,297.3657179,296.9771225,297.064924,297.7848703,292.6472426,0.887757353,-5.24E-08,
0,0.000100836,9.58E-05,0.000100836,7.45E-05,-0.002927433,0.000850227,297.0536112,297.4468963,297.0325691,297.1252486,297.8157469,293.15,0.87,-4.97E-08,
0,0.051661842,0.051574409,0.051661842,0.041222881,0.189074359,0.434067094,296.9137159,297.2379395,296.9294785,296.894599,297.7934595,293.7027574,0.840419922,1492.171382,
0,0.05106404,0.051006721,0.05106404,0.040781348,0.187226914,0.429025494,296.8875937,297.2484003,296.9190016,296.8882932,297.7604527,294.2941176,0.801953125,1567.29801,
0,0.050925217,0.050874894,0.050925217,0.040678817,0.186564365,0.42785422,296.9431506,297.2944595,296.9545284,296.9164383,297.7725497,294.8634191,0.762509766,3704.675941,
0,0.050890022,0.050841468,0.050890022,0.040652818,0.186568627,0.427558039,296.9833457,297.3716392,296.9798361,296.9337829,297.7838352,295.35,0.73,8052.753909,
0,0.050881948,0.050833799,0.050881948,0.040646853,0.186709953,0.427490113,297.1586496,297.54149,297.1443759,297.0890075,297.9052964,295.775,0.703628627,3557.214243,
0,0.050881626,0.050833494,0.050881626,0.040646616,0.187136575,0.427487291,297.4729649,297.8345011,297.4600031,297.3929045,298.1444978,296.2,0.678582589,1479.526974,
0,0.050885082,0.050836777,0.050885082,0.040649167,0.187702397,0.427516108,297.8068791,298.160387,297.781665,297.7065458,298.3953832,296.625,0.656745257,1479.651485,
0,0.050888451,0.050839979,0.050888451,0.040651658,0.188557715,0.427544165,298.1178165,298.5120679,298.0634601,297.991464,298.6260361,297.05,0.64,7254.228495,
0,0.050890216,0.050841656,0.050890216,0.040652962,0.189047046,0.42755886,298.3180915,298.7476636,298.2201719,298.1483078,298.7602196,297.475,0.627053571,3856.632376,
0,0.050891885,0.050843246,0.050891885,0.040654196,0.189146448,0.427572774,298.4571889,298.8951293,298.3070619,298.2315529,298.8379175,297.9,0.615714286,1676.041116,
0,0.05089236,0.050843701,0.05089236,0.040654548,0.189085184,0.427576737,298.5977655,299.0237115,298.3948132,298.3198065,298.9146577,298.325,0.606517857,1521.074921,
0,0.050892003,0.050843375,0.050891998,0.04065428,0.188893384,0.427573762,298.7393432,299.1359786,298.4862104,298.4169366,298.9921207,298.75,0.6,4102.763458,
0,0.050875554,0.07231147,0.05087554,0.040642123,0.184900415,0.448926084,298.8575289,299.1568968,298.5590391,298.4946366,299.0507135,299.1247159,0.595,7433.332825,
0,0.050852907,0.109590555,0.05085289,0.040625383,0.176872429,0.486050165,298.9613653,299.0965691,298.6187632,298.5560291,299.0952818,299.4159091,0.59,1767.488836,
0,0.050809965,0.121393299,0.050809936,0.040593636,0.217384942,0.552778233,299.0524601,299.0944777,298.6718384,298.6096777,299.1476042,299.6491477,0.585,2666.267267,
0,0.051359038,0.123537761,0.050701826,0.040513735,0.334468031,0.698763746,299.0982166,299.0653381,298.6938214,298.6248426,299.1888598,299.85,0.58,7634.33488,
0,0.089821185,0.141237922,0.050567564,0.040414482,0.446996737,0.904444535,299.0172573,298.9641357,298.68953,298.6084422,299.2027469,300.025071,0.575,7804.50626,
0,0.118874699,0.126405287,0.050558733,0.040407885,0.55479896,1.055934185,298.9741789,298.9443038,298.6842853,298.5932805,299.2212892,300.1653409,0.57,9255.23873,
0,0.127008541,0.12370339,0.050404062,0.040293537,0.655323974,1.178634131,298.9833492,298.9012363,298.6847065,298.5844661,299.2414016,300.2729403,0.565,5599.46491,
0,0.160694566,0.142970697,0.051144765,0.040839987,1.300502847,1.953540005,298.8106788,298.675553,298.5661971,298.4254726,299.2797908,300.35,0.56,10857.93951,
0,0.090789558,0.056358835,0.051969845,0.041449862,0.995145531,1.444503555,298.9042884,298.7958383,298.4665157,298.3465992,299.1479354,300.3787642,0.557890625,8158.051503,
0,0.050668497,0.050630729,0.050668473,0.040488743,0.964089482,1.354676361,299.0362096,298.8301513,298.5049858,298.3965382,299.1725833,300.3642045,0.559375,7910.234273,
0,0.050575399,0.05054238,0.050575337,0.040420034,0.861146713,1.240169053,299.1606381,298.9274466,298.6132672,298.5314059,299.2399448,300.3425426,0.561171875,11264.74877,
0,0.065797233,0.050512413,0.050543797,0.040396755,0.820035423,1.211782413,299.2159997,298.9905375,298.6927086,298.6361018,299.2936576,300.35,0.56,10973.57322,
0,0.079779385,0.050468814,0.050497864,0.040362854,0.770632689,1.172233909,299.4097812,299.1965055,298.9345428,298.9020008,299.466701,300.451877,0.554046875,7245.914045,
0,0.153426961,0.051288787,0.050444207,0.040323212,0.709411483,1.189547248,299.3350703,299.2622663,299.0151235,299.0044747,299.5097619,300.6375812,0.545375,5300.208577,
0,0.277878553,0.120052294,0.05224945,0.041656084,1.046542808,1.787676711,299.0840781,299.0301556,298.9774788,298.9656837,299.5495999,300.8294947,0.536515625,8901.5651,
0,0.277772553,0.1581789,0.052149743,0.041582198,1.216926167,2.015959016,298.9306862,298.7710705,298.7857089,298.8109667,299.4329513,300.95,0.53,13622.58562,
0,0.193925788,0.08262908,0.05086413,0.040633004,1.10722053,1.715554335,299.0775376,298.9289705,298.7893342,298.8734932,299.4067643,300.8112723,0.527,13653.30233,
0,0.156202646,0.050842896,0.050892092,0.04065366,1.134572481,1.66719452,299.2616607,299.1209861,298.9307165,299.0713038,299.5235461,300.4294643,0.525666667,9545.150258,
0,0.185186381,0.100169064,0.051099491,0.040806637,1.271020572,1.902981968,299.2036578,298.9918743,298.9259816,299.1119265,299.5511895,300.0329241,0.524,13729.76546,
0,0.198496946,0.124933852,0.051413977,0.072157073,1.431649646,2.184273061,299.0370889,298.7734092,298.7787487,298.944636,299.4777237,299.85,0.52,12062.90898,
0,0.156037715,0.051028896,0.051088119,0.064827975,1.25752333,1.839734918,299.139633,298.9713478,298.8096621,299.0848803,299.4515528,300.0352431,0.513320313,9413.564158,
0,0.119276794,0.051120004,0.051184061,0.040869275,1.3350085,1.84537304,299.33263,299.1130026,298.9631242,299.362388,299.564081,300.4356481,0.505520833,13155.9566,
0,0.179340671,0.051074121,0.051135803,0.083593666,1.277405721,1.916446941,299.2358237,299.1265595,298.9901986,299.3751505,299.5731967,300.8182292,0.497460938,9633.991907,
0,0.224013203,0.051144639,0.051210261,0.1649954,1.274692785,2.096478431,299.1305394,299.1095127,298.9872174,299.2732314,299.5859144,300.95,0.49,12713.8771,
0,0.167151354,0.051078125,0.051140115,0.167569942,1.240179166,1.992649703,299.2008333,299.0904176,298.9677561,299.3241018,299.5534739,300.8585007,0.483382813,13249.54638,
0,0.173903024,0.114722705,0.051207771,0.186919503,1.260325365,2.130889713,299.123172,298.8880131,298.9283278,299.274221,299.5227604,300.7272983,0.4775625,14120.28424,
0,0.230240749,0.133723655,0.069439856,0.235682465,1.354023893,2.449497173,298.8001933,298.6062653,298.6725136,298.9878584,299.3710702,300.5574467,0.472960937,14679.99683,
0,0.166675016,0.059210145,0.051360143,0.215191977,1.336683646,2.196698601,298.9131224,298.7853028,298.7183842,299.0903552,299.3770882,300.35,0.47,12379.41755,
0,0.05089199,0.050841694,0.050890844,0.141856128,1.095200754,1.662166033,299.3321973,299.0417855,298.9338749,299.5322124,299.4728914,300.0948103,0.473842105,5572.186003,
0,0.074908173,0.051532922,0.051619128,0.171913143,1.404813694,2.079457712,299.3109637,299.0621985,298.9797143,299.5329627,299.5885988,299.8037202,0.485578947,6934.194677,
0,0.214838629,0.053128097,0.053299182,0.283428471,1.323158408,2.320797494,298.7982161,298.7654482,298.6925552,299.0808722,299.3910088,299.5107701,0.499526316,13800.0791,
0,0.152713781,0.051358095,0.05143522,0.251761638,1.361640413,2.259227165,298.7640308,298.6363214,298.5692863,299.0085238,299.2918582,299.25,0.51,8938.692874,
0,0.094384042,0.050942787,0.050992391,0.20740062,1.129686798,1.851634102,298.8580995,298.656657,298.5766129,299.0980959,299.227554,299.1612132,0.512223684,5992.376189,
0,0.117946816,0.052063767,0.052178101,0.224515563,1.268907284,2.062871654,298.719838,298.5492063,298.4828969,298.9557283,299.1849482,299.2465686,0.509087719,9093.121328,
0,0.051673385,0.050911038,0.05096397,0.196672514,1.118877968,1.775690781,298.761947,298.498921,298.4251889,298.9267099,299.0881689,299.3336397,0.506407895,6041.913271,
0,0.050602543,0.05056812,0.050602543,0.097444116,0.874954122,1.345762982,298.7783024,298.5316478,298.4370209,299.1062383,299.018845,299.25,0.51,4402.633069,
0,0.004754505,0.004514994,0.004754505,0.003511667,0.015431668,0.040089271,299.305642,299.1509632,298.9417439,299.8039749,299.1914237,298.7676708,0.531671875,1465.57055,
0,0.010772752,0.010230066,0.010772752,0.007956718,0.043175891,0.090834478,299.34795,299.1851994,298.9936622,299.8218436,299.2684496,297.956926,0.569958333,1494.009125,
0,0.015944735,0.015141507,0.015944735,0.011776727,0.064846237,0.134445143,299.3099752,299.1399471,298.9515495,299.7671954,299.2727843,297.0927182,0.610765625,1536.218254,
0,0.016250553,0.015431918,0.016250553,0.012002603,0.066487567,0.13702395,299.2805634,299.1248562,298.9175867,299.729568,299.2694363,296.45,0.64,1539.219002,
0,9.79E-05,9.29E-05,9.79E-05,7.23E-05,-0.003728357,0.000825245,299.3317191,299.201551,298.9942094,299.7804519,299.3047251,296.206754,0.649819973,-4.68E-08,
0,9.77E-05,9.27E-05,9.77E-05,7.21E-05,-0.003708262,0.000823479,299.3303815,299.2018499,298.9967938,299.7651803,299.3063613,296.2,0.649103261,-4.66E-08,
0,9.75E-05,9.26E-05,9.75E-05,7.20E-05,-0.003723656,0.000821783,299.3235006,299.1949333,298.9894546,299.7442805,299.3011143,296.193246,0.648834918,-4.64E-08,
0,9.71E-05,9.22E-05,9.71E-05,7.17E-05,-0.003596828,0.000818734,299.3125595,299.1865011,298.9798489,299.7222505,299.3014197,295.95,0.66,-4.61E-08,
0,9.71E-05,9.22E-05,9.71E-05,7.17E-05,-0.003079989,0.000818392,299.2901744,299.1774247,298.9643757,299.6969377,299.313314,295.1203654,0.692532269,-4.60E-08,
0,9.79E-05,9.30E-05,9.79E-05,7.23E-05,-0.002287607,0.000825329,299.2551117,299.1633587,298.9377398,299.6654091,299.3283301,293.8529637,0.738709239,-4.68E-08,
0,9.65E-05,9.17E-05,9.65E-05,7.13E-05,-0.001713321,0.000813799,299.2273175,299.1368025,298.9029081,299.628803,299.3374024,292.6590801,0.78303159,-4.55E-08,
0,9.58E-05,9.10E-05,9.58E-05,7.07E-05,-0.001527225,0.000807608,299.2098761,299.1110703,298.8674941,299.5872065,299.3328547,292.05,0.81,-4.48E-08,
0,9.57E-05,9.09E-05,9.57E-05,7.07E-05,-0.001539759,0.000806897,299.1868092,299.0911128,298.8395684,299.5676037,299.3157287,291.9951563,0.819860491,-4.47E-08,
0,9.48E-05,9.01E-05,9.48E-05,7.00E-05,-0.001722916,0.00079962,299.1813509,299.0723965,298.8181937,299.5451491,299.3028081,292.05,0.825669643,-4.39E-08,
0,8.92E-06,8.47E-06,8.92E-06,6.58E-06,-0.002181275,7.52E-05,299.1717737,299.0629404,298.7978846,299.5238277,299.2903079,292.1048438,0.831143973,-3.88E-10,
0,5.66E-10,5.37E-10,5.66E-10,4.18E-10,-0.002223194,4.77E-09,299.1569523,299.049972,298.7780163,299.5020449,299.2797382,292.05,0.84,-1.56E-18,
0,7.92E-06,7.52E-06,7.92E-06,5.85E-06,-0.002133275,6.67E-05,299.1401498,299.0341996,298.7636346,299.4788799,299.2749254,291.8980915,0.854598214,-3.06E-10,
0,9.50E-05,9.03E-05,9.50E-05,7.02E-05,-0.001735566,0.000801429,299.1215449,299.0100731,298.7507951,299.454789,299.2708071,291.7411607,0.872142857,-4.41E-08,
0,9.73E-05,9.24E-05,9.73E-05,7.18E-05,-0.001371792,0.000820174,299.0677471,298.9980062,298.7349073,299.4279696,299.2586035,291.5886496,0.888616071,-4.62E-08,
0,9.71E-05,9.22E-05,9.71E-05,7.17E-05,-0.001342137,0.000818735,299.0487243,298.9784021,298.7189742,299.3794807,299.2518378,291.45,0.9,-4.61E-08,
0,9.72E-05,9.23E-05,9.72E-05,7.18E-05,-0.001323101,0.000819263,299.0336864,298.9614195,298.7048961,299.3529514,299.2422493,291.3233516,0.898828125,-4.61E-08,
0,9.72E-05,9.23E-05,9.72E-05,7.18E-05,-0.001284584,0.000819642,299.0179889,298.9460695,298.6924386,299.3300589,299.2300764,291.1991758,0.886875,-4.62E-08,
0,9.72E-05,9.23E-05,9.72E-05,7.18E-05,-0.001233095,0.000819491,299.0007974,298.930985,298.6801685,299.3088179,299.2173598,291.0754121,0.873984375,-4.62E-08,
0,9.71E-05,9.22E-05,9.71E-05,7.17E-05,-0.001159765,0.000818734,298.980866,298.9160225,298.6679468,299.2895809,299.2067871,290.95,0.87,-4.61E-08,
0,9.70E-05,9.22E-05,9.70E-05,7.17E-05,-0.001054484,0.000818252,298.9578293,298.9010809,298.6557347,299.2727116,299.1989216,290.8086538,0.876328125,-4.60E-08,
0,9.72E-05,9.23E-05,9.72E-05,7.18E-05,-0.00093045,0.000819193,298.933258,298.8858425,298.6432931,299.2575113,299.1917317,290.65,0.885625,-4.61E-08,
0,9.74E-05,9.25E-05,9.74E-05,7.19E-05,-0.000811829,0.000821122,298.9091328,298.8703081,298.6306901,299.2429089,299.1843962,290.4913462,0.894609375,-4.63E-08,
0,9.75E-05,9.26E-05,9.75E-05,7.20E-05,-0.00071896,0.000822492,298.8872119,298.8547747,298.61822,299.2271685,299.1762273,290.35,0.9,-4.65E-08,
0,9.78E-05,9.29E-05,9.78E-05,7.22E-05,-0.000705334,0.000824619,298.865236,298.8399147,298.6065465,299.2074366,299.165076,290.3675066,0.9028125,-4.67E-08,
0,9.82E-05,9.32E-05,9.82E-05,7.25E-05,-0.000751741,0.00082766,298.8404739,298.827285,298.5971891,299.183422,299.1514334,290.5736074,0.905,-4.71E-08,
0,9.84E-05,9.34E-05,9.84E-05,7.27E-05,-0.000815469,0.000829702,298.8180486,298.8168276,298.5899828,299.1569221,299.1383195,290.8179045,0.9046875,-4.73E-08,
0,9.86E-05,9.36E-05,9.86E-05,7.28E-05,-0.000845881,0.000831065,298.8001962,298.8070196,298.5832301,299.1317581,299.1270897,290.95,0.9,-4.75E-08,
0,9.86E-05,9.36E-05,9.86E-05,7.28E-05,-0.000780946,0.000831473,298.7839323,298.7957133,298.5746446,299.1114272,299.1180125,290.8573463,0.8925,-4.75E-08,
0,9.85E-05,9.36E-05,9.85E-05,7.28E-05,-0.000653073,0.000830874,298.7655423,298.7816589,298.563079,299.0957161,299.1088714,290.6270615,0.885,-4.74E-08,
0,9.84E-05,9.35E-05,9.84E-05,7.27E-05,-0.000548866,0.000830108,298.7474404,298.7660496,298.5500245,299.0860027,299.0983774,290.4082459,0.8775,-4.74E-08,
0,9.85E-05,9.35E-05,9.85E-05,7.27E-05,-0.00056368,0.000830233,298.7351225,298.7514816,298.5384015,299.0831741,299.0868242,290.35,0.87,-4.74E-08,
0,9.85E-05,9.35E-05,9.85E-05,7.27E-05,-0.000757133,0.000830246,298.7342109,298.7403806,298.5305472,299.084654,299.0756575,290.5278533,0.8625,-4.74E-08,
0,9.56E-05,9.08E-05,9.56E-05,7.06E-05,-0.001599928,0.000805912,298.7975032,298.716292,298.5302592,299.0794875,299.0782141,290.8442029,0.855,-4.46E-08,
0,1.55E-05,1.48E-05,1.55E-05,1.15E-05,-0.002065573,0.000131052,298.8095322,298.737112,298.5331704,299.0770462,299.0761259,291.1884511,0.8475,-1.18E-09,
0,-1.50E-10,-1.42E-10,-1.50E-10,-1.11E-10,-0.002015997,-1.26E-09,298.8107069,298.767771,298.5482022,299.0745439,299.0809548,291.45,0.84,-1.10E-19,
0,4.913971602,0.0079468,-28.62219331,-16.63648222,-0.00292854,1.19E-33,298.8140534,298.8162487,298.5679403,299.0746028,299.2742463,291.4769022,0.842929688,1.03E-44,
0,2.69E-13,2.56E-13,2.69E-13,1.99E-13,-0.23392679,2.27E-12,298.8197266,298.8827515,298.5917574,299.0775871,299.2121794,291.3384058,0.8578125,-3.55E-25,
0,-2.69E-13,-2.56E-13,-2.69E-13,-1.99E-13,-0.235824655,-2.27E-12,298.8282601,298.959763,298.6170113,299.083741,299.2409629,291.2557065,0.871289063,-3.55E-25,
0,2.69E-13,2.56E-13,2.69E-13,1.99E-13,-0.235685321,2.27E-12,298.8426291,299.0502213,298.647009,299.0953349,299.2679559,291.45,0.87,-3.55E-25,
0,2.69E-13,2.56E-13,2.69E-13,1.99E-13,-0.233620482,2.27E-12,298.8650317,299.1598765,298.6806255,299.1137048,299.2902277,292.098356,0.854726563,-3.55E-25,
0,5.39E-13,5.12E-13,5.39E-13,3.98E-13,-0.23105767,4.54E-12,298.8988917,299.2930451,298.7205969,299.1418829,299.3152973,293.0557609,0.835729167,-1.42E-24,
0,2.69E-13,2.56E-13,2.69E-13,1.99E-13,-0.227741368,2.27E-12,298.9412309,299.4290188,298.7612065,299.1767165,299.343769,294.0602853,0.813867188,-3.55E-25,
0,2.72E-11,2.58E-11,2.72E-11,2.01E-11,-0.223967306,2.29E-10,298.9879969,299.569796,298.8042533,299.215163,299.3825188,294.85,0.79,-3.62E-21,
0,0.051409756,0.095182225,0.051409756,0.041036613,-0.090168803,0.688459279,298.7243689,299.2212112,298.5343499,298.8922646,299.2093981,295.4156696,0.765046875,2016.447958,
0,0.050815989,0.219234953,0.05081593,0.073562285,-0.071672746,1.116637902,298.5362538,298.8142428,298.3651091,298.5773958,298.9236525,295.9467857,0.739708333,4553.514962,
0,0.050580637,0.19740444,0.050580637,0.069515105,-0.046698437,1.087615452,298.5263324,298.9092968,298.3540871,298.5682391,298.9320389,296.4795089,0.714515625,7434.682419,
0,0.050807427,0.159600224,0.050807427,0.040591505,0.088566551,1.177916631,298.504484,299.0000265,298.3348021,298.5933655,298.9649185,297.05,0.69,4770.147512,
0,0.05103848,0.103891055,0.05103848,0.040762388,-0.078379054,0.694971837,298.8073224,299.4958542,298.6175885,298.9138882,299.2457595,297.7304911,0.666304688,4017.933155,
0,0.051044803,0.05098846,0.051044803,0.040767142,-0.157927527,0.428863029,299.2156947,300.0638537,298.9944418,299.3137106,299.5825355,298.4965476,0.6433125,1700.297913,
0,0.050669506,0.151841711,0.050669506,0.040489853,-0.104608696,0.718222965,299.5004667,300.0681636,299.3073111,299.5097126,299.7124229,299.2393304,0.621164063,8102.113815,
0,0.102030244,0.379702131,0.052309367,0.112447979,-0.061973813,1.685861177,299.4478003,299.6576195,299.3929137,299.2919114,299.488801,299.85,0.6,11748.79949,
0,0.230861937,0.428754603,0.120230477,0.191122371,-0.01109173,2.293838559,298.9092561,299.2392838,298.9144901,298.7882958,299.1647369,300.1582812,0.58078125,16067.74537,
0,0.275578712,0.360580804,0.206990234,0.176558778,0.110096933,2.357367813,298.7230874,299.2272646,298.5762631,298.6872582,299.2060579,300.2054167,0.564375,16570.69108,
0,0.189423292,0.332059727,0.135749121,0.131945368,0.117970926,2.06125596,299.001507,299.3435939,298.8113693,298.8687299,299.275958,300.1998437,0.55078125,14545.05882,
0,0.151121063,0.359780155,0.080959689,0.100486829,0.159355669,2.060445501,299.189018,299.3611072,299.0192838,299.0130344,299.3158248,300.35,0.54,13693.55838,
0,0.160613152,0.287281409,0.057665099,0.055729954,0.177091193,1.782372128,299.4022804,299.7153381,299.2833422,299.3346101,299.5751027,300.7595312,0.531210938,7813.613714,
0,0.107310049,0.246354809,0.050734465,0.040537358,0.149608443,1.527859756,299.7835156,300.0295894,299.5450086,299.6200474,299.7949586,301.28625,0.5234375,11728.84687,
0,0.184471662,0.377862873,0.060258186,0.119268688,0.163749858,2.204555769,299.5582596,299.5982067,299.41854,299.2756185,299.4991247,301.7698437,0.516445313,15922.66048,
0,0.37410532,0.437572847,0.214232821,0.219795275,0.126260788,2.909642635,298.8334017,298.9696255,298.6495375,298.5833646,299.1192839,302.05,0.51,22316.40762,
0,0.34277525,0.346785057,0.223083848,0.161357351,0.163458372,2.486305508,298.9349586,299.1260618,298.6401488,298.7562952,299.2761542,302.1022017,0.502890625,19434.90076,
0,0.240508953,0.257671267,0.134575958,0.11985914,0.177087115,1.998359844,299.3092644,299.4219053,298.9878622,299.0171407,299.4149074,302.0642045,0.495625,16203.90816,
0,0.277122219,0.337695429,0.14241693,0.148914335,0.198553557,2.365103833,299.1902479,299.0937056,298.8980822,298.8356946,299.2492223,302.0191051,0.490546875,18551.96757,
0,0.317065439,0.324470859,0.163847699,0.122516862,0.6341066,3.168355395,298.8805843,298.7792001,298.5771582,298.5831106,299.0671931,302.05,0.49,21097.49724,
0,0.15137091,0.157000924,0.054450224,0.043281666,0.31595519,1.688573314,299.7304089,299.7041983,299.3085717,299.3570662,299.6234654,302.1824574,0.4925,13367.59997,
0,0.110908651,0.124896305,0.05106607,0.040782268,0.305629663,1.563796938,300.0593098,299.9854209,299.5542784,299.6081647,299.8219156,302.3482955,0.495,7965.07095,
0,0.291085442,0.276421777,0.21200298,0.185947778,0.194904346,2.353569245,299.6005814,299.4369593,298.9868891,299.0404776,299.5384671,302.4899858,0.4975,20181.05824,
0,0.439444437,0.332481712,0.225371037,0.194445423,0.189363233,2.83974878,298.8216816,298.7312844,298.5284141,298.5526443,299.1076384,302.55,0.5,24430.87045,
0,0.341576017,0.23470952,0.064999542,0.095520701,0.167878344,2.007964175,299.367351,299.3274168,299.2939561,299.2583467,299.4893909,302.55,0.5025,17451.29878,
0,0.248331183,0.198807394,0.063020305,0.096829264,0.174315985,1.788191444,299.7334136,299.5734246,299.4787572,299.4762778,299.6411949,302.55,0.505,16601.88136,
0,0.330311354,0.313671651,0.231552893,0.203238353,0.208232768,2.607506361,299.540082,299.1844837,298.9366983,299.1017937,299.4915066,302.55,0.5075,22262.79796,
0,0.400060098,0.269164192,0.174931687,0.167959018,0.175816534,2.48271008,299.2358111,299.113024,298.9767927,299.1407182,299.4319872,302.55,0.51,19870.74935,
0,0.263465235,0.12670968,0.050751173,0.083074777,0.257394382,1.776935872,299.8005842,299.8025695,299.6030995,299.7743786,299.810402,302.55,0.51046875,15529.24007,
